id,mode,start_timestamp,end_timestamp,miles,start_date,start_time,end_date,end_time
1,/dbw_joy/ackermann_cmd,2017-04-05 18:53:00,2017-04-05 18:54:00,2.15967e-05,2017-04-05,18:53:00,2017-04-05,18:54:00
2,/dbw_joy/ackermann_cmd,2017-04-05 18:56:00,2017-04-05 18:56:00,0.017721,2017-04-05,18:56:00,2017-04-05,18:56:00
3,/trajectory_follow/ackermann_cmd,2017-04-05 18:54:00,2017-04-05 18:56:00,0.11173599999999999,2017-04-05,18:54:00,2017-04-05,18:56:00
5,None,2017-04-05 16:12:00,2017-04-05 18:53:00,0.0,2017-04-05,16:12:00,2017-04-05,18:53:00
6,/dbw_joy/ackermann_cmd,2017-04-05 19:28:00,2017-04-05 19:43:00,1.04172e-05,2017-04-05,19:28:00,2017-04-05,19:43:00
7,/trajectory_follow/ackermann_cmd,2017-04-05 18:56:00,2017-04-05 19:22:00,0.024705099999999997,2017-04-05,18:56:00,2017-04-05,19:22:00
8,/dbw_joy/ackermann_cmd,2017-04-05 19:22:00,2017-04-05 19:28:00,0.20311300000000002,2017-04-05,19:22:00,2017-04-05,19:28:00
9,/trajectory_follow/ackermann_cmd,2017-04-05 18:56:00,2017-04-05 18:56:00,0.0533941,2017-04-05,18:56:00,2017-04-05,18:56:00
10,/dbw_joy/ackermann_cmd,2017-04-05 18:56:00,2017-04-05 18:56:00,0.00558134,2017-04-05,18:56:00,2017-04-05,18:56:00
11,/trajectory_follow/ackermann_cmd,2017-04-05 19:43:00,2017-04-05 19:45:00,0.00923499,2017-04-05,19:43:00,2017-04-05,19:45:00
12,/dbw_joy/ackermann_cmd,2017-04-05 19:45:00,2017-04-05 19:47:00,0.016569999999999998,2017-04-05,19:45:00,2017-04-05,19:47:00
13,/dbw_joy/ackermann_cmd,2017-04-05 19:47:00,2017-04-05 19:48:00,0.010054899999999999,2017-04-05,19:47:00,2017-04-05,19:48:00
14,/trajectory_follow/ackermann_cmd,2017-04-05 19:48:00,2017-04-05 19:48:00,0.00298644,2017-04-05,19:48:00,2017-04-05,19:48:00
15,/dbw_joy/ackermann_cmd,2017-04-05 19:48:00,2017-04-05 19:49:00,0.000937042,2017-04-05,19:48:00,2017-04-05,19:49:00
16,None,2017-04-05 19:49:00,2017-04-05 21:43:00,0.0,2017-04-05,19:49:00,2017-04-05,21:43:00
17,/dbw_joy/ackermann_cmd,2017-04-05 21:43:00,2017-04-05 21:44:00,1.72773e-05,2017-04-05,21:43:00,2017-04-05,21:44:00
18,/dbw_joy/ackermann_cmd,2017-04-05 21:44:00,2017-04-05 21:44:00,0.000507395,2017-04-05,21:44:00,2017-04-05,21:44:00
19,/trajectory_follow/ackermann_cmd,2017-04-05 21:44:00,2017-04-05 22:16:00,0.017353099999999996,2017-04-05,21:44:00,2017-04-05,22:16:00
20,/dbw_joy/ackermann_cmd,2017-04-05 22:16:00,2017-04-05 22:19:00,0.0742806,2017-04-05,22:16:00,2017-04-05,22:19:00
22,None,2017-04-04 23:18:00,2017-04-04 23:18:00,0.0,2017-04-04,23:18:00,2017-04-04,23:18:00
23,/trajectory_follow/ackermann_cmd,2017-04-04 23:18:00,2017-04-04 23:24:00,0.0,2017-04-04,23:18:00,2017-04-04,23:24:00
24,/trajectory_follow/ackermann_cmd,2017-04-04 23:24:00,2017-04-04 23:25:00,0.062221000000000005,2017-04-04,23:24:00,2017-04-04,23:25:00
25,/dbw_joy/ackermann_cmd,2017-04-04 23:25:00,2017-04-04 23:25:00,0.012182,2017-04-04,23:25:00,2017-04-04,23:25:00
31,/dbw_joy/ackermann_cmd,2017-04-06 16:05:00,2017-04-06 16:06:00,0.0,2017-04-06,16:05:00,2017-04-06,16:06:00
32,/trajectory_follow/ackermann_cmd,2017-04-05 23:32:00,2017-04-05 23:34:00,0.17493599999999998,2017-04-05,23:32:00,2017-04-05,23:34:00
33,/dbw_joy/ackermann_cmd,2017-04-05 23:34:00,2017-04-05 23:35:00,0.025969599999999995,2017-04-05,23:34:00,2017-04-05,23:35:00
34,/trajectory_follow/ackermann_cmd,2017-04-05 23:35:00,2017-04-05 23:37:00,0.116898,2017-04-05,23:35:00,2017-04-05,23:37:00
35,/dbw_joy/ackermann_cmd,2017-04-05 23:37:00,2017-04-05 23:37:00,0.0357727,2017-04-05,23:37:00,2017-04-05,23:37:00
36,/trajectory_follow/ackermann_cmd,2017-04-05 23:37:00,2017-04-05 23:54:00,0.11021600000000001,2017-04-05,23:37:00,2017-04-05,23:54:00
37,/dbw_joy/ackermann_cmd,2017-04-05 23:54:00,2017-04-05 23:55:00,0.079972,2017-04-05,23:54:00,2017-04-05,23:55:00
38,/trajectory_follow/ackermann_cmd,2017-04-05 23:55:00,2017-04-05 23:55:00,0.05524580000000001,2017-04-05,23:55:00,2017-04-05,23:55:00
39,/dbw_joy/ackermann_cmd,2017-04-05 23:55:00,2017-04-05 23:56:00,0.018255,2017-04-05,23:55:00,2017-04-05,23:56:00
40,/trajectory_follow/ackermann_cmd,2017-04-05 23:56:00,2017-04-06 00:02:00,0.07953289999999999,2017-04-05,23:56:00,2017-04-06,00:02:00
41,None,2017-04-06 00:02:00,2017-04-06 16:05:00,0.0,2017-04-06,00:02:00,2017-04-06,16:05:00
42,/dbw_joy/ackermann_cmd,2017-04-05 22:38:00,2017-04-05 22:38:00,0.00735506,2017-04-05,22:38:00,2017-04-05,22:38:00
43,/dbw_joy/ackermann_cmd,2017-04-05 22:38:00,2017-04-05 22:39:00,0.000985571,2017-04-05,22:38:00,2017-04-05,22:39:00
44,/trajectory_follow/ackermann_cmd,2017-04-05 22:39:00,2017-04-05 22:42:00,0.211403,2017-04-05,22:39:00,2017-04-05,22:42:00
45,/dbw_joy/ackermann_cmd,2017-04-05 22:42:00,2017-04-05 22:42:00,0.016768400000000003,2017-04-05,22:42:00,2017-04-05,22:42:00
46,/trajectory_follow/ackermann_cmd,2017-04-05 22:42:00,2017-04-05 22:45:00,0.251481,2017-04-05,22:42:00,2017-04-05,22:45:00
47,/dbw_joy/ackermann_cmd,2017-04-05 22:45:00,2017-04-05 22:46:00,0.0205425,2017-04-05,22:45:00,2017-04-05,22:46:00
48,/trajectory_follow/ackermann_cmd,2017-04-05 22:46:00,2017-04-05 22:48:00,0.21988000000000002,2017-04-05,22:46:00,2017-04-05,22:48:00
49,/dbw_joy/ackermann_cmd,2017-04-05 22:48:00,2017-04-05 22:49:00,0.014958100000000002,2017-04-05,22:48:00,2017-04-05,22:49:00
50,/trajectory_follow/ackermann_cmd,2017-04-05 22:49:00,2017-04-05 22:50:00,0.0738284,2017-04-05,22:49:00,2017-04-05,22:50:00
51,/dbw_joy/ackermann_cmd,2017-04-05 22:50:00,2017-04-05 22:50:00,0.035037900000000004,2017-04-05,22:50:00,2017-04-05,22:50:00
52,/trajectory_follow/ackermann_cmd,2017-04-05 22:50:00,2017-04-05 22:52:00,0.0318708,2017-04-05,22:50:00,2017-04-05,22:52:00
53,/dbw_joy/ackermann_cmd,2017-04-05 22:52:00,2017-04-05 22:52:00,0.0155382,2017-04-05,22:52:00,2017-04-05,22:52:00
54,/trajectory_follow/ackermann_cmd,2017-04-05 22:52:00,2017-04-05 22:59:00,0.48021899999999995,2017-04-05,22:52:00,2017-04-05,22:59:00
55,/dbw_joy/ackermann_cmd,2017-04-05 22:59:00,2017-04-05 22:59:00,0.0221208,2017-04-05,22:59:00,2017-04-05,22:59:00
56,/trajectory_follow/ackermann_cmd,2017-04-05 23:17:00,2017-04-05 23:27:00,0.227593,2017-04-05,23:17:00,2017-04-05,23:27:00
57,/trajectory_follow/ackermann_cmd,2017-04-05 22:59:00,2017-04-05 23:17:00,0.383169,2017-04-05,22:59:00,2017-04-05,23:17:00
58,/trajectory_follow/ackermann_cmd,2017-04-05 23:27:00,2017-04-05 23:31:00,0.31047399999999997,2017-04-05,23:27:00,2017-04-05,23:31:00
59,/dbw_joy/ackermann_cmd,2017-04-05 23:31:00,2017-04-05 23:32:00,0.029451299999999996,2017-04-05,23:31:00,2017-04-05,23:32:00
60,/trajectory_follow/ackermann_cmd,2017-04-05 23:32:00,2017-04-05 23:32:00,0.0436332,2017-04-05,23:32:00,2017-04-05,23:32:00
61,/dbw_joy/ackermann_cmd,2017-04-05 23:32:00,2017-04-05 23:32:00,0.00669268,2017-04-05,23:32:00,2017-04-05,23:32:00
62,None,2017-04-05 22:19:00,2017-04-05 22:27:00,0.0,2017-04-05,22:19:00,2017-04-05,22:27:00
63,/dbw_joy/ackermann_cmd,2017-04-05 22:27:00,2017-04-05 22:33:00,0.000967277,2017-04-05,22:27:00,2017-04-05,22:33:00
64,/dbw_joy/ackermann_cmd,2017-04-05 22:33:00,2017-04-05 22:33:00,0.0,2017-04-05,22:33:00,2017-04-05,22:33:00
65,/trajectory_follow/ackermann_cmd,2017-04-05 22:33:00,2017-04-05 22:33:00,0.0344215,2017-04-05,22:33:00,2017-04-05,22:33:00
66,/dbw_joy/ackermann_cmd,2017-04-05 22:33:00,2017-04-05 22:33:00,0.00902309,2017-04-05,22:33:00,2017-04-05,22:33:00
67,/trajectory_follow/ackermann_cmd,2017-04-05 22:33:00,2017-04-05 22:36:00,0.164989,2017-04-05,22:33:00,2017-04-05,22:36:00
68,/dbw_joy/ackermann_cmd,2017-04-05 22:36:00,2017-04-05 22:36:00,0.00908509,2017-04-05,22:36:00,2017-04-05,22:36:00
69,/trajectory_follow/ackermann_cmd,2017-04-05 22:36:00,2017-04-05 22:37:00,0.0383902,2017-04-05,22:36:00,2017-04-05,22:37:00
70,/dbw_joy/ackermann_cmd,2017-04-05 22:37:00,2017-04-05 22:37:00,0.0401302,2017-04-05,22:37:00,2017-04-05,22:37:00
71,/trajectory_follow/ackermann_cmd,2017-04-05 22:37:00,2017-04-05 22:38:00,0.07348510000000001,2017-04-05,22:37:00,2017-04-05,22:38:00
72,/dbw_joy/ackermann_cmd,2017-04-07 00:03:00,2017-04-07 00:04:00,0.0311188,2017-04-07,00:03:00,2017-04-07,00:04:00
73,/trajectory_follow/ackermann_cmd,2017-04-07 00:04:00,2017-04-07 00:09:00,0.23516900000000002,2017-04-07,00:04:00,2017-04-07,00:09:00
74,None,2017-04-07 00:09:00,2017-04-07 16:10:00,0.0,2017-04-07,00:09:00,2017-04-07,16:10:00
75,/dbw_joy/ackermann_cmd,2017-04-07 16:10:00,2017-04-07 16:23:00,0.0,2017-04-07,16:10:00,2017-04-07,16:23:00
76,None,2017-04-07 16:23:00,2017-04-07 16:28:00,0.0,2017-04-07,16:23:00,2017-04-07,16:28:00
77,/dbw_joy/ackermann_cmd,2017-04-07 16:28:00,2017-04-07 16:39:00,0.0,2017-04-07,16:28:00,2017-04-07,16:39:00
78,/dbw_joy/ackermann_cmd,2017-04-06 22:43:00,2017-04-06 22:43:00,0.013434100000000001,2017-04-06,22:43:00,2017-04-06,22:43:00
79,/trajectory_follow/ackermann_cmd,2017-04-06 22:43:00,2017-04-06 22:50:00,0.141942,2017-04-06,22:43:00,2017-04-06,22:50:00
80,/dbw_joy/ackermann_cmd,2017-04-06 22:50:00,2017-04-06 22:51:00,0.00688019,2017-04-06,22:50:00,2017-04-06,22:51:00
81,/dbw_joy/ackermann_cmd,2017-04-06 22:51:00,2017-04-06 22:51:00,0.012140100000000001,2017-04-06,22:51:00,2017-04-06,22:51:00
82,/dbw_joy/ackermann_cmd,2017-04-06 19:19:00,2017-04-06 19:19:00,0.0196047,2017-04-06,19:19:00,2017-04-06,19:19:00
83,/trajectory_follow/ackermann_cmd,2017-04-06 19:19:00,2017-04-06 19:21:00,0.13285,2017-04-06,19:19:00,2017-04-06,19:21:00
84,/dbw_joy/ackermann_cmd,2017-04-06 19:21:00,2017-04-06 19:21:00,0.0117989,2017-04-06,19:21:00,2017-04-06,19:21:00
85,/trajectory_follow/ackermann_cmd,2017-04-06 19:21:00,2017-04-06 19:22:00,0.0391705,2017-04-06,19:21:00,2017-04-06,19:22:00
86,/trajectory_follow/ackermann_cmd,2017-04-06 19:22:00,2017-04-06 19:31:00,0.184408,2017-04-06,19:22:00,2017-04-06,19:31:00
87,/trajectory_follow/ackermann_cmd,2017-04-06 19:31:00,2017-04-06 19:44:00,0.565504,2017-04-06,19:31:00,2017-04-06,19:44:00
88,/trajectory_follow/ackermann_cmd,2017-04-06 19:45:00,2017-04-06 19:47:00,0.175252,2017-04-06,19:45:00,2017-04-06,19:47:00
89,/dbw_joy/ackermann_cmd,2017-04-06 19:47:00,2017-04-06 19:47:00,0.0236016,2017-04-06,19:47:00,2017-04-06,19:47:00
90,/dbw_joy/ackermann_cmd,2017-04-06 19:44:00,2017-04-06 19:45:00,0.020888,2017-04-06,19:44:00,2017-04-06,19:45:00
91,/trajectory_follow/ackermann_cmd,2017-04-06 19:47:00,2017-04-06 19:55:00,0.142862,2017-04-06,19:47:00,2017-04-06,19:55:00
92,None,2017-04-06 16:07:00,2017-04-06 16:07:00,0.0,2017-04-06,16:07:00,2017-04-06,16:07:00
93,/dbw_joy/ackermann_cmd,2017-04-06 18:25:00,2017-04-06 18:27:00,0.0891577,2017-04-06,18:25:00,2017-04-06,18:27:00
94,/dbw_joy/ackermann_cmd,2017-04-06 18:03:00,2017-04-06 18:25:00,0.00032395,2017-04-06,18:03:00,2017-04-06,18:25:00
95,None,2017-04-06 17:43:00,2017-04-06 18:03:00,0.0,2017-04-06,17:43:00,2017-04-06,18:03:00
96,/dbw_joy/ackermann_cmd,2017-04-06 18:27:00,2017-04-06 18:34:00,0.0,2017-04-06,18:27:00,2017-04-06,18:34:00
97,/dbw_joy/ackermann_cmd,2017-04-06 16:07:00,2017-04-06 17:43:00,7.62236e-07,2017-04-06,16:07:00,2017-04-06,17:43:00
98,/dbw_joy/ackermann_cmd,2017-04-06 18:34:00,2017-04-06 18:37:00,0.13146300000000002,2017-04-06,18:34:00,2017-04-06,18:37:00
99,None,2017-04-06 18:37:00,2017-04-06 18:37:00,0.0,2017-04-06,18:37:00,2017-04-06,18:37:00
100,/dbw_joy/ackermann_cmd,2017-04-06 18:37:00,2017-04-06 19:16:00,4.319330000000001e-06,2017-04-06,18:37:00,2017-04-06,19:16:00
101,/trajectory_follow/ackermann_cmd,2017-04-06 19:16:00,2017-04-06 19:19:00,0.20516700000000002,2017-04-06,19:16:00,2017-04-06,19:19:00
102,/trajectory_follow/ackermann_cmd,2017-04-06 22:10:00,2017-04-06 22:14:00,0.220667,2017-04-06,22:10:00,2017-04-06,22:14:00
103,/dbw_joy/ackermann_cmd,2017-04-06 22:14:00,2017-04-06 22:14:00,0.0224275,2017-04-06,22:14:00,2017-04-06,22:14:00
104,/trajectory_follow/ackermann_cmd,2017-04-06 22:14:00,2017-04-06 22:16:00,0.15351099999999998,2017-04-06,22:14:00,2017-04-06,22:16:00
105,/dbw_joy/ackermann_cmd,2017-04-06 22:16:00,2017-04-06 22:17:00,0.029434199999999997,2017-04-06,22:16:00,2017-04-06,22:17:00
106,/trajectory_follow/ackermann_cmd,2017-04-06 22:17:00,2017-04-06 22:17:00,0.0398797,2017-04-06,22:17:00,2017-04-06,22:17:00
107,/dbw_joy/ackermann_cmd,2017-04-06 22:17:00,2017-04-06 22:17:00,0.007192199999999999,2017-04-06,22:17:00,2017-04-06,22:17:00
108,/trajectory_follow/ackermann_cmd,2017-04-06 22:17:00,2017-04-06 22:23:00,0.356099,2017-04-06,22:17:00,2017-04-06,22:23:00
109,/dbw_joy/ackermann_cmd,2017-04-06 22:23:00,2017-04-06 22:25:00,0.0255227,2017-04-06,22:23:00,2017-04-06,22:25:00
110,/trajectory_follow/ackermann_cmd,2017-04-06 22:25:00,2017-04-06 22:26:00,0.131075,2017-04-06,22:25:00,2017-04-06,22:26:00
111,/dbw_joy/ackermann_cmd,2017-04-06 22:26:00,2017-04-06 22:27:00,0.0139563,2017-04-06,22:26:00,2017-04-06,22:27:00
112,/trajectory_follow/ackermann_cmd,2017-04-06 19:55:00,2017-04-06 19:56:00,0.126202,2017-04-06,19:55:00,2017-04-06,19:56:00
113,/dbw_joy/ackermann_cmd,2017-04-06 19:56:00,2017-04-06 19:57:00,0.0147858,2017-04-06,19:56:00,2017-04-06,19:57:00
114,/trajectory_follow/ackermann_cmd,2017-04-06 19:57:00,2017-04-06 20:00:00,0.08816929999999999,2017-04-06,19:57:00,2017-04-06,20:00:00
115,None,2017-04-06 20:00:00,2017-04-06 20:51:00,0.0,2017-04-06,20:00:00,2017-04-06,20:51:00
116,/trajectory_follow/ackermann_cmd,2017-04-06 20:51:00,2017-04-06 20:59:00,0.0,2017-04-06,20:51:00,2017-04-06,20:59:00
117,/trajectory_follow/ackermann_cmd,2017-04-06 20:59:00,2017-04-06 21:12:00,0.358572,2017-04-06,20:59:00,2017-04-06,21:12:00
118,/dbw_joy/ackermann_cmd,2017-04-06 21:12:00,2017-04-06 21:13:00,0.00930461,2017-04-06,21:12:00,2017-04-06,21:13:00
119,/trajectory_follow/ackermann_cmd,2017-04-06 21:13:00,2017-04-06 21:29:00,0.706154,2017-04-06,21:13:00,2017-04-06,21:29:00
120,/dbw_joy/ackermann_cmd,2017-04-06 21:29:00,2017-04-06 21:32:00,0.241117,2017-04-06,21:29:00,2017-04-06,21:32:00
121,None,2017-04-06 21:32:00,2017-04-06 21:32:00,0.0,2017-04-06,21:32:00,2017-04-06,21:32:00
122,/trajectory_follow/ackermann_cmd,2017-04-06 22:55:00,2017-04-07 00:02:00,0.6450319999999999,2017-04-06,22:55:00,2017-04-07,00:02:00
123,/trajectory_follow/ackermann_cmd,2017-04-07 00:02:00,2017-04-07 00:03:00,0.07418229999999999,2017-04-07,00:02:00,2017-04-07,00:03:00
124,/dbw_joy/ackermann_cmd,2017-04-06 22:03:00,2017-04-06 22:04:00,0.0108553,2017-04-06,22:03:00,2017-04-06,22:04:00
125,/trajectory_follow/ackermann_cmd,2017-04-06 22:04:00,2017-04-06 22:08:00,0.387837,2017-04-06,22:04:00,2017-04-06,22:08:00
126,/dbw_joy/ackermann_cmd,2017-04-06 22:08:00,2017-04-06 22:09:00,0.00383227,2017-04-06,22:08:00,2017-04-06,22:09:00
127,/dbw_joy/ackermann_cmd,2017-04-06 22:09:00,2017-04-06 22:10:00,0.019295,2017-04-06,22:09:00,2017-04-06,22:10:00
128,/dbw_joy/ackermann_cmd,2017-04-06 21:53:00,2017-04-06 21:53:00,0.00954395,2017-04-06,21:53:00,2017-04-06,21:53:00
129,/trajectory_follow/ackermann_cmd,2017-04-06 21:53:00,2017-04-06 21:56:00,0.0882448,2017-04-06,21:53:00,2017-04-06,21:56:00
130,/dbw_joy/ackermann_cmd,2017-04-06 21:56:00,2017-04-06 21:57:00,0.0173243,2017-04-06,21:56:00,2017-04-06,21:57:00
131,/trajectory_follow/ackermann_cmd,2017-04-06 21:57:00,2017-04-06 22:00:00,0.208008,2017-04-06,21:57:00,2017-04-06,22:00:00
132,/dbw_joy/ackermann_cmd,2017-04-06 22:00:00,2017-04-06 22:00:00,0.0240313,2017-04-06,22:00:00,2017-04-06,22:00:00
133,/trajectory_follow/ackermann_cmd,2017-04-06 22:00:00,2017-04-06 22:03:00,0.236296,2017-04-06,22:00:00,2017-04-06,22:03:00
134,/trajectory_follow/ackermann_cmd,2017-04-06 22:51:00,2017-04-06 22:52:00,0.0513914,2017-04-06,22:51:00,2017-04-06,22:52:00
135,/dbw_joy/ackermann_cmd,2017-04-06 22:52:00,2017-04-06 22:53:00,0.014346799999999998,2017-04-06,22:52:00,2017-04-06,22:53:00
136,/trajectory_follow/ackermann_cmd,2017-04-06 22:53:00,2017-04-06 22:55:00,0.141202,2017-04-06,22:53:00,2017-04-06,22:55:00
137,/dbw_joy/ackermann_cmd,2017-04-06 22:55:00,2017-04-06 22:55:00,0.021696299999999998,2017-04-06,22:55:00,2017-04-06,22:55:00
138,/trajectory_follow/ackermann_cmd,2017-04-06 22:27:00,2017-04-06 22:29:00,0.082169,2017-04-06,22:27:00,2017-04-06,22:29:00
139,/dbw_joy/ackermann_cmd,2017-04-06 22:29:00,2017-04-06 22:29:00,0.029785900000000004,2017-04-06,22:29:00,2017-04-06,22:29:00
140,/dbw_joy/ackermann_cmd,2017-04-06 22:29:00,2017-04-06 22:30:00,0.0299137,2017-04-06,22:29:00,2017-04-06,22:30:00
141,/trajectory_follow/ackermann_cmd,2017-04-06 22:30:00,2017-04-06 22:39:00,0.47804300000000005,2017-04-06,22:30:00,2017-04-06,22:39:00
142,/dbw_joy/ackermann_cmd,2017-04-06 22:39:00,2017-04-06 22:39:00,0.0168622,2017-04-06,22:39:00,2017-04-06,22:39:00
143,/trajectory_follow/ackermann_cmd,2017-04-06 22:39:00,2017-04-06 22:43:00,0.22893899999999998,2017-04-06,22:39:00,2017-04-06,22:43:00
144,/dbw_joy/ackermann_cmd,2017-04-06 21:32:00,2017-04-06 21:37:00,0.0,2017-04-06,21:32:00,2017-04-06,21:37:00
145,/trajectory_follow/ackermann_cmd,2017-04-06 21:37:00,2017-04-06 21:38:00,0.021167,2017-04-06,21:37:00,2017-04-06,21:38:00
146,/dbw_joy/ackermann_cmd,2017-04-06 21:38:00,2017-04-06 21:39:00,0.014364799999999999,2017-04-06,21:38:00,2017-04-06,21:39:00
147,/trajectory_follow/ackermann_cmd,2017-04-06 21:39:00,2017-04-06 21:53:00,0.22604699999999997,2017-04-06,21:39:00,2017-04-06,21:53:00
148,/trajectory_follow/ackermann_cmd,2017-04-07 19:05:00,2017-04-07 19:07:00,0.0510129,2017-04-07,19:05:00,2017-04-07,19:07:00
149,/dbw_joy/ackermann_cmd,2017-04-07 19:05:00,2017-04-07 19:05:00,0.00642133,2017-04-07,19:05:00,2017-04-07,19:05:00
150,/dbw_joy/ackermann_cmd,2017-04-07 19:07:00,2017-04-07 19:07:00,0.00559964,2017-04-07,19:07:00,2017-04-07,19:07:00
151,/trajectory_follow/ackermann_cmd,2017-04-07 19:07:00,2017-04-07 19:07:00,0.00931528,2017-04-07,19:07:00,2017-04-07,19:07:00
152,/dbw_joy/ackermann_cmd,2017-04-07 19:07:00,2017-04-07 19:08:00,0.012970500000000001,2017-04-07,19:07:00,2017-04-07,19:08:00
153,/trajectory_follow/ackermann_cmd,2017-04-07 19:08:00,2017-04-07 19:10:00,0.028832299999999998,2017-04-07,19:08:00,2017-04-07,19:10:00
154,/dbw_joy/ackermann_cmd,2017-04-07 19:10:00,2017-04-07 19:10:00,0.00838866,2017-04-07,19:10:00,2017-04-07,19:10:00
155,/trajectory_follow/ackermann_cmd,2017-04-07 19:10:00,2017-04-07 19:30:00,0.368027,2017-04-07,19:10:00,2017-04-07,19:30:00
156,/dbw_joy/ackermann_cmd,2017-04-07 19:30:00,2017-04-07 19:31:00,0.0256284,2017-04-07,19:30:00,2017-04-07,19:31:00
157,/trajectory_follow/ackermann_cmd,2017-04-07 19:31:00,2017-04-07 19:31:00,0.00465014,2017-04-07,19:31:00,2017-04-07,19:31:00
158,/dbw_joy/ackermann_cmd,2017-04-07 17:35:00,2017-04-07 17:35:00,0.0133048,2017-04-07,17:35:00,2017-04-07,17:35:00
159,/trajectory_follow/ackermann_cmd,2017-04-07 17:35:00,2017-04-07 17:35:00,0.0183828,2017-04-07,17:35:00,2017-04-07,17:35:00
160,/dbw_joy/ackermann_cmd,2017-04-07 17:35:00,2017-04-07 17:35:00,0.0100203,2017-04-07,17:35:00,2017-04-07,17:35:00
161,/trajectory_follow/ackermann_cmd,2017-04-07 17:35:00,2017-04-07 18:52:00,0.152027,2017-04-07,17:35:00,2017-04-07,18:52:00
162,/dbw_joy/ackermann_cmd,2017-04-07 18:52:00,2017-04-07 18:52:00,0.054961199999999995,2017-04-07,18:52:00,2017-04-07,18:52:00
163,/trajectory_follow/ackermann_cmd,2017-04-07 18:52:00,2017-04-07 18:53:00,0.0466818,2017-04-07,18:52:00,2017-04-07,18:53:00
164,/dbw_joy/ackermann_cmd,2017-04-07 18:53:00,2017-04-07 19:02:00,0.0611196,2017-04-07,18:53:00,2017-04-07,19:02:00
165,/trajectory_follow/ackermann_cmd,2017-04-07 19:02:00,2017-04-07 19:03:00,0.0287663,2017-04-07,19:02:00,2017-04-07,19:03:00
166,/dbw_joy/ackermann_cmd,2017-04-07 19:03:00,2017-04-07 19:04:00,0.0417108,2017-04-07,19:03:00,2017-04-07,19:04:00
167,/trajectory_follow/ackermann_cmd,2017-04-07 19:04:00,2017-04-07 19:05:00,0.0817902,2017-04-07,19:04:00,2017-04-07,19:05:00
168,None,2017-04-07 16:54:00,2017-04-07 16:54:00,0.0,2017-04-07,16:54:00,2017-04-07,16:54:00
169,/trajectory_follow/ackermann_cmd,2017-04-07 16:57:00,2017-04-07 16:57:00,0.019405000000000002,2017-04-07,16:57:00,2017-04-07,16:57:00
170,/dbw_joy/ackermann_cmd,2017-04-07 16:54:00,2017-04-07 16:57:00,4.82749e-06,2017-04-07,16:54:00,2017-04-07,16:57:00
171,/dbw_joy/ackermann_cmd,2017-04-07 16:57:00,2017-04-07 16:57:00,0.00309722,2017-04-07,16:57:00,2017-04-07,16:57:00
172,/dbw_joy/ackermann_cmd,2017-04-07 16:58:00,2017-04-07 16:58:00,0.0217786,2017-04-07,16:58:00,2017-04-07,16:58:00
173,/trajectory_follow/ackermann_cmd,2017-04-07 17:32:00,2017-04-07 17:34:00,0.059836,2017-04-07,17:32:00,2017-04-07,17:34:00
174,/trajectory_follow/ackermann_cmd,2017-04-07 16:58:00,2017-04-07 17:32:00,0.10533699999999999,2017-04-07,16:58:00,2017-04-07,17:32:00
175,/trajectory_follow/ackermann_cmd,2017-04-07 16:57:00,2017-04-07 16:58:00,0.0401292,2017-04-07,16:57:00,2017-04-07,16:58:00
176,/dbw_joy/ackermann_cmd,2017-04-07 17:34:00,2017-04-07 17:35:00,0.020231799999999998,2017-04-07,17:34:00,2017-04-07,17:35:00
177,/trajectory_follow/ackermann_cmd,2017-04-07 17:35:00,2017-04-07 17:35:00,0.0112229,2017-04-07,17:35:00,2017-04-07,17:35:00
178,/dbw_joy/ackermann_cmd,2017-04-07 19:31:00,2017-04-07 19:31:00,0.00152498,2017-04-07,19:31:00,2017-04-07,19:31:00
179,/trajectory_follow/ackermann_cmd,2017-04-07 19:31:00,2017-04-07 19:32:00,0.00597313,2017-04-07,19:31:00,2017-04-07,19:32:00
180,/trajectory_follow/ackermann_cmd,2017-04-07 19:32:00,2017-04-07 19:37:00,0.365897,2017-04-07,19:32:00,2017-04-07,19:37:00
181,/dbw_joy/ackermann_cmd,2017-04-07 19:37:00,2017-04-07 19:37:00,0.016666,2017-04-07,19:37:00,2017-04-07,19:37:00
182,/trajectory_follow/ackermann_cmd,2017-04-07 19:37:00,2017-04-07 19:38:00,0.012369799999999999,2017-04-07,19:37:00,2017-04-07,19:38:00
183,/dbw_joy/ackermann_cmd,2017-04-07 19:40:00,2017-04-07 19:41:00,0.0149225,2017-04-07,19:40:00,2017-04-07,19:41:00
184,/dbw_joy/ackermann_cmd,2017-04-07 19:47:00,2017-04-07 19:49:00,0.039032800000000006,2017-04-07,19:47:00,2017-04-07,19:49:00
185,/dbw_joy/ackermann_cmd,2017-04-07 19:38:00,2017-04-07 19:38:00,0.012257299999999999,2017-04-07,19:38:00,2017-04-07,19:38:00
186,/trajectory_follow/ackermann_cmd,2017-04-07 19:38:00,2017-04-07 19:40:00,0.17628,2017-04-07,19:38:00,2017-04-07,19:40:00
187,/trajectory_follow/ackermann_cmd,2017-04-07 19:41:00,2017-04-07 19:47:00,0.248531,2017-04-07,19:41:00,2017-04-07,19:47:00
188,None,2017-04-05 16:11:00,2017-04-05 16:12:00,0.0,2017-04-05,16:11:00,2017-04-05,16:12:00
193,/dbw_joy/ackermann_cmd,2017-04-05 16:12:00,2017-04-05 16:26:00,0.0,2017-04-05,16:12:00,2017-04-05,16:26:00
