1,/dbw_joy/ackermann_cmd,4/5/2017 18:53,4/5/2017 18:54,2.15967E-05
2,/dbw_joy/ackermann_cmd,4/5/2017 18:56,4/5/2017 18:56,0.017721
3,/trajectory_follow/ackermann_cmd,4/5/2017 18:54,4/5/2017 18:56,0.111736
5,None,4/5/2017 16:12,4/5/2017 18:53,0
6,/dbw_joy/ackermann_cmd,4/5/2017 19:28,4/5/2017 19:43,1.04172E-05
7,/trajectory_follow/ackermann_cmd,4/5/2017 18:56,4/5/2017 19:22,0.0247051
8,/dbw_joy/ackermann_cmd,4/5/2017 19:22,4/5/2017 19:28,0.203113
9,/trajectory_follow/ackermann_cmd,4/5/2017 18:56,4/5/2017 18:56,0.0533941
10,/dbw_joy/ackermann_cmd,4/5/2017 18:56,4/5/2017 18:56,0.00558134
11,/trajectory_follow/ackermann_cmd,4/5/2017 19:43,4/5/2017 19:45,0.00923499
12,/dbw_joy/ackermann_cmd,4/5/2017 19:45,4/5/2017 19:47,0.01657
13,/dbw_joy/ackermann_cmd,4/5/2017 19:47,4/5/2017 19:48,0.0100549
14,/trajectory_follow/ackermann_cmd,4/5/2017 19:48,4/5/2017 19:48,0.00298644
15,/dbw_joy/ackermann_cmd,4/5/2017 19:48,4/5/2017 19:49,0.000937042
16,None,4/5/2017 19:49,4/5/2017 21:43,0
17,/dbw_joy/ackermann_cmd,4/5/2017 21:43,4/5/2017 21:44,1.72773E-05
18,/dbw_joy/ackermann_cmd,4/5/2017 21:44,4/5/2017 21:44,0.000507395
19,/trajectory_follow/ackermann_cmd,4/5/2017 21:44,4/5/2017 22:16,0.0173531
20,/dbw_joy/ackermann_cmd,4/5/2017 22:16,4/5/2017 22:19,0.0742806
22,None,4/4/2017 23:18,4/4/2017 23:18,0
23,/trajectory_follow/ackermann_cmd,4/4/2017 23:18,4/4/2017 23:24,0
24,/trajectory_follow/ackermann_cmd,4/4/2017 23:24,4/4/2017 23:25,0.062221
25,/dbw_joy/ackermann_cmd,4/4/2017 23:25,4/4/2017 23:25,0.012182
31,/dbw_joy/ackermann_cmd,4/6/2017 16:05,4/6/2017 16:06,0
32,/trajectory_follow/ackermann_cmd,4/5/2017 23:32,4/5/2017 23:34,0.174936
33,/dbw_joy/ackermann_cmd,4/5/2017 23:34,4/5/2017 23:35,0.0259696
34,/trajectory_follow/ackermann_cmd,4/5/2017 23:35,4/5/2017 23:37,0.116898
35,/dbw_joy/ackermann_cmd,4/5/2017 23:37,4/5/2017 23:37,0.0357727
36,/trajectory_follow/ackermann_cmd,4/5/2017 23:37,4/5/2017 23:54,0.110216
37,/dbw_joy/ackermann_cmd,4/5/2017 23:54,4/5/2017 23:55,0.079972
38,/trajectory_follow/ackermann_cmd,4/5/2017 23:55,4/5/2017 23:55,0.0552458
39,/dbw_joy/ackermann_cmd,4/5/2017 23:55,4/5/2017 23:56,0.018255
40,/trajectory_follow/ackermann_cmd,4/5/2017 23:56,4/6/2017 0:02,0.0795329
41,None,4/6/2017 0:02,4/6/2017 16:05,0
42,/dbw_joy/ackermann_cmd,4/5/2017 22:38,4/5/2017 22:38,0.00735506
43,/dbw_joy/ackermann_cmd,4/5/2017 22:38,4/5/2017 22:39,0.000985571
44,/trajectory_follow/ackermann_cmd,4/5/2017 22:39,4/5/2017 22:42,0.211403
45,/dbw_joy/ackermann_cmd,4/5/2017 22:42,4/5/2017 22:42,0.0167684
46,/trajectory_follow/ackermann_cmd,4/5/2017 22:42,4/5/2017 22:45,0.251481
47,/dbw_joy/ackermann_cmd,4/5/2017 22:45,4/5/2017 22:46,0.0205425
48,/trajectory_follow/ackermann_cmd,4/5/2017 22:46,4/5/2017 22:48,0.21988
49,/dbw_joy/ackermann_cmd,4/5/2017 22:48,4/5/2017 22:49,0.0149581
50,/trajectory_follow/ackermann_cmd,4/5/2017 22:49,4/5/2017 22:50,0.0738284
51,/dbw_joy/ackermann_cmd,4/5/2017 22:50,4/5/2017 22:50,0.0350379
52,/trajectory_follow/ackermann_cmd,4/5/2017 22:50,4/5/2017 22:52,0.0318708
53,/dbw_joy/ackermann_cmd,4/5/2017 22:52,4/5/2017 22:52,0.0155382
54,/trajectory_follow/ackermann_cmd,4/5/2017 22:52,4/5/2017 22:59,0.480219
55,/dbw_joy/ackermann_cmd,4/5/2017 22:59,4/5/2017 22:59,0.0221208
56,/trajectory_follow/ackermann_cmd,4/5/2017 23:17,4/5/2017 23:27,0.227593
57,/trajectory_follow/ackermann_cmd,4/5/2017 22:59,4/5/2017 23:17,0.383169
58,/trajectory_follow/ackermann_cmd,4/5/2017 23:27,4/5/2017 23:31,0.310474
59,/dbw_joy/ackermann_cmd,4/5/2017 23:31,4/5/2017 23:32,0.0294513
60,/trajectory_follow/ackermann_cmd,4/5/2017 23:32,4/5/2017 23:32,0.0436332
61,/dbw_joy/ackermann_cmd,4/5/2017 23:32,4/5/2017 23:32,0.00669268
62,None,4/5/2017 22:19,4/5/2017 22:27,0
63,/dbw_joy/ackermann_cmd,4/5/2017 22:27,4/5/2017 22:33,0.000967277
64,/dbw_joy/ackermann_cmd,4/5/2017 22:33,4/5/2017 22:33,0
65,/trajectory_follow/ackermann_cmd,4/5/2017 22:33,4/5/2017 22:33,0.0344215
66,/dbw_joy/ackermann_cmd,4/5/2017 22:33,4/5/2017 22:33,0.00902309
67,/trajectory_follow/ackermann_cmd,4/5/2017 22:33,4/5/2017 22:36,0.164989
68,/dbw_joy/ackermann_cmd,4/5/2017 22:36,4/5/2017 22:36,0.00908509
69,/trajectory_follow/ackermann_cmd,4/5/2017 22:36,4/5/2017 22:37,0.0383902
70,/dbw_joy/ackermann_cmd,4/5/2017 22:37,4/5/2017 22:37,0.0401302
71,/trajectory_follow/ackermann_cmd,4/5/2017 22:37,4/5/2017 22:38,0.0734851
72,/dbw_joy/ackermann_cmd,4/7/2017 0:03,4/7/2017 0:04,0.0311188
73,/trajectory_follow/ackermann_cmd,4/7/2017 0:04,4/7/2017 0:09,0.235169
74,None,4/7/2017 0:09,4/7/2017 16:10,0
75,/dbw_joy/ackermann_cmd,4/7/2017 16:10,4/7/2017 16:23,0
76,None,4/7/2017 16:23,4/7/2017 16:28,0
77,/dbw_joy/ackermann_cmd,4/7/2017 16:28,4/7/2017 16:39,0
78,/dbw_joy/ackermann_cmd,4/6/2017 22:43,4/6/2017 22:43,0.0134341
79,/trajectory_follow/ackermann_cmd,4/6/2017 22:43,4/6/2017 22:50,0.141942
80,/dbw_joy/ackermann_cmd,4/6/2017 22:50,4/6/2017 22:51,0.00688019
81,/dbw_joy/ackermann_cmd,4/6/2017 22:51,4/6/2017 22:51,0.0121401
82,/dbw_joy/ackermann_cmd,4/6/2017 19:19,4/6/2017 19:19,0.0196047
83,/trajectory_follow/ackermann_cmd,4/6/2017 19:19,4/6/2017 19:21,0.13285
84,/dbw_joy/ackermann_cmd,4/6/2017 19:21,4/6/2017 19:21,0.0117989
85,/trajectory_follow/ackermann_cmd,4/6/2017 19:21,4/6/2017 19:22,0.0391705
86,/trajectory_follow/ackermann_cmd,4/6/2017 19:22,4/6/2017 19:31,0.184408
